### FILE 2026학년도 장량초 5학년 1학기 교육과정 연간지도계획.hwpx
## TABLE 11 grid 20x9
주 | 기간 | 요일 | 과목명 | 단원명 | 학습주제 | 차시 | 쪽수 | 비고
19 | 07.06 ~ 07.12 | 월 |  |  | 사이버 따돌림 (단톡방 초대 거부, 방폭, 카카오톡 감옥 등)사이버 스토킹 및 신상 털기디지털 성범죄 및 불법 촬영물 유포 【약물 및 사이버 중독 예방-사이버중독, 학교폭력 예방교육】 |  |  | 
19 | 07.06 ~ 07.12 | 월 | 실과 | 3. 스스로 실천하는 식생활과 의생활 | 대단원 마무리 | 16/16 | 58~59 | 
19 | 07.06 ~ 07.12 | 화 | 도덕 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | 1/1 |  | 
19 | 07.06 ~ 07.12 | 화 | 과학 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | 1/1 |  | 
19 | 07.06 ~ 07.12 | 화 | 사회 | 3. 법과 인권의 보장 | 인권 침해 문제의 해결 방안을 토론해 볼까요 -2- | 14/18 | 132~135 | 
19 | 07.06 ~ 07.12 | 화 | 체육 | 2-2. 전략을 세워 가며 즐기는 전략형 스포츠 | 럭비형 게임 하기 -1- | 6/8 | 64~65 | 
19 | 07.06 ~ 07.12 | 화 | 수학 | 6. 다각형의 둘레와 넓이 | ㎠보다 더 큰 단위를 알아볼까요 | 6/14 | 126~129 | 
19 | 07.06 ~ 07.12 | 화 | 음악 | 2. 단원 마무리 | 2단원에서 학습한 내용 정리하기 | 1/1 | 46 | 
19 | 07.06 ~ 07.12 | 수 | 국어 | 5. 의논하며 토의해요 | 다양한 자료를 살펴보고 협력하며 토의하기 -3- | 11/14 | 248~253 | 
19 | 07.06 ~ 07.12 | 수 | 동아리활동 | 동아리 활동 | 인물의 말과 행동을 보고 마음 추측하기, 인물에게 하고 싶은 말 쓰기 | 2/8 |  | 
19 | 07.06 ~ 07.12 | 수 | 수학 | 6. 다각형의 둘레와 넓이 | 평행사변형의 넓이를 구해 볼까요 -1- | 7/14 | 130~133 | 
19 | 07.06 ~ 07.12 | 수 | 체육 | 2-2. 전략을 세워 가며 즐기는 전략형 스포츠 | 럭비형 게임 하기 -2- | 7/8 | 64~65 | 
19 | 07.06 ~ 07.12 | 수 | 진로활동 | 진로 탐구 | 자신의 장점과 단점, 성격 파악하기 【진로교육】 | 1/5 |  | 
19 | 07.06 ~ 07.12 | 목 | 국어 | 5. 의논하며 토의해요 | 배운 내용 실천하기 -1- | 12/14 | 254~255 | 
19 | 07.06 ~ 07.12 | 목 | 국어 | 5. 의논하며 토의해요 | 배운 내용 실천하기 -2- | 13/14 | 254~255 | 
19 | 07.06 ~ 07.12 | 목 | 동아리활동 | 동아리 활동 | 책 읽고 있었던 일을 시간과 장소의 순서에 따라 정리하기 | 3/8 |  | 
## TABLE 254 grid 20x9
주 | 기간 | 요일 | 과목명 | 단원명 | 학습주제 | 차시 | 쪽수 | 비고
19 | 07.06 ~ 07.12 | 목 | 사회 | 3. 법과 인권의 보장 | 인권 보호 활동에 참여해 볼까요 -1- 【양성평등교육】 | 15/18 | 136~139 | 
19 | 07.06 ~ 07.12 | 목 | 수학 | 6. 다각형의 둘레와 넓이 | 평행사변형의 넓이를 구해 볼까요 -2- | 8/14 | 130~133 | 
19 | 07.06 ~ 07.12 | 목 | 음악 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | 1/1 |  | 
19 | 07.06 ~ 07.12 | 금 | 국어 | 5. 의논하며 토의해요 | 배운 내용 마무리하기 | 14/14 | 256~259 | 
19 | 07.06 ~ 07.12 | 금 | 사회 | 3. 법과 인권의 보장 | 인권 보호 활동에 참여해 볼까요 -2- | 16/18 | 136~139 | 
19 | 07.06 ~ 07.12 | 금 | 실과 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | 1/1 |  | 
19 | 07.06 ~ 07.12 | 금 | 진로활동 | 진로 탐구 | 일에 대한 건전한 가치관 확립하기 【진로교육】 | 2/5 |  | 
19 | 07.06 ~ 07.12 | 금 | 미술 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | 1/1 |  | 
19 | 07.06 ~ 07.12 | 금 | 동아리활동 | 동아리 활동 | 책을 읽고 찬반이 나뉠 수 있는 질문 만들기, 독서토론하기 | 4/8 |  | 
20 | 07.13 ~ 07.19 | 월 | 국어 | 6. 작품을 즐겨요 | 배울 내용 살펴보기 | 1/14 | 260~263 | 
20 | 07.13 ~ 07.19 | 월 | 국어 | 6. 작품을 즐겨요 | 시에 나타난 비유적 표현 알기 -1- | 2/14 | 264~269 | 
20 | 07.13 ~ 07.19 | 월 | 진로활동 | 진로 탐구 | 진로 검사를 통하여 자신의 소질과 적성 파악하기 【진로교육】 | 3/5 |  | 
20 | 07.13 ~ 07.19 | 월 | 수학 | 6. 다각형의 둘레와 넓이 | 삼각형의 넓이를 구해 볼까요 -1- | 9/14 | 134~137 | 
20 | 07.13 ~ 07.19 | 월 | 자율·자치활동 | 사이버폭력 예방 교육 | 피해자의 심리적/신체적 고통: 불안, 우울, 학업 중단 등 실제 피해 사례를 통한 공감대 형성. 【약물 및 사이버 중독 예방-사이버중독, 학교폭력 예방교육】 | 3/3 |  | 
20 | 07.13 ~ 07.19 | 화 | 동아리활동 | 동아리 활동 | 결말 이후 인물에게 일어날 일 상상하기, 뒷이야기 장면 구성하기 | 5/8 |  | 
20 | 07.13 ~ 07.19 | 화 | 국어 | 6. 작품을 즐겨요 | 시에 나타난 비유적 표현 알기 -2- | 3/14 | 264~269 | 
20 | 07.13 ~ 07.19 | 화 | 사회 | 3. 법과 인권의 보장 | 인권 보호 활동에 참여해 볼까요 -3- | 17/18 | 136~139 | 
20 | 07.13 ~ 07.19 | 화 | 체육 | 2-2. 전략을 세워 가며 즐기는 전략형 스포츠 | 럭비형 게임 하기 -3- | 8/8 | 64~65 | 
20 | 07.13 ~ 07.19 | 화 | 수학 | 6. 다각형의 둘레와 넓이 | 삼각형의 넓이를 구해 볼까요 -2- | 10/14 | 134~137 | 
## TABLE 263 grid 20x9
주 | 기간 | 요일 | 과목명 | 단원명 | 학습주제 | 차시 | 쪽수 | 비고
20 | 07.13 ~ 07.19 | 수 | 국어 | 6. 작품을 즐겨요 | 비유적 표현을 생각하며 시 낭송하기 -1-행복교실3- 시낭송대회 열기, 자신의 시에 맞는 배경음악 활용하기 | 4/14 | 270~273 | 
20 | 07.13 ~ 07.19 | 수 | 국어 | 6. 작품을 즐겨요 | 비유적 표현을 생각하며 시 낭송하기 -2-행복교실4 - 시낭송대회 열기, 자신의 시에 맞는 배경음악 활용하기 | 5/14 | 270~273 | 
20 | 07.13 ~ 07.19 | 수 | 수학 | 6. 다각형의 둘레와 넓이 | 마름모의 넓이를 구해 볼까요 | 11/14 | 138~139 | 
20 | 07.13 ~ 07.19 | 수 | 체육 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 -1- | 1/2 |  | 
20 | 07.13 ~ 07.19 | 수 | 동아리활동 | 동아리 활동 | 인상 깊은 장면 고르기, 역할극·만화·뉴스 인터뷰 중 선택해 표현하기 | 6/8 |  | 
20 | 07.13 ~ 07.19 | 목 | 국어 | 6. 작품을 즐겨요 | 비유적 표현을 살려 시 쓰기 -1- | 6/14 | 274~277 | 
20 | 07.13 ~ 07.19 | 목 | 국어 | 6. 작품을 즐겨요 | 비유적 표현을 살려 시 쓰기 -2- | 7/14 | 274~277 | 
20 | 07.13 ~ 07.19 | 목 | 진로활동 | 진로 탐구 | 자신에게 적합한 일과 직업이 무엇인지 알아보기 【진로교육】 | 4/5 |  | 
20 | 07.13 ~ 07.19 | 목 | 사회 | 3. 법과 인권의 보장 | 단원 마무리 | 18/18 | 140~143 | 
20 | 07.13 ~ 07.19 | 목 | 수학 | 6. 다각형의 둘레와 넓이 | 사다리꼴의 넓이를 구해 볼까요 -1- | 12/14 | 140~143 | 
21 | 07.20 ~ 07.26 | 월 | 국어 | 6. 작품을 즐겨요 | 이야기에 나타난 비유적 표현 알기 -1- | 8/14 | 278~287 | 
21 | 07.20 ~ 07.26 | 월 | 자율·자치활동 | 2학기 전교임원선거 | 2학기 전교임원선거 -1- 【민주시민교육】 | 1/2 |  | 
21 | 07.20 ~ 07.26 | 월 | 자율·자치활동 | 2학기 전교임원선거 | 2학기 전교임원선거 -2- 【민주시민교육】 | 2/2 |  | 
21 | 07.20 ~ 07.26 | 월 | 수학 | 6. 다각형의 둘레와 넓이 | 사다리꼴의 넓이를 구해 볼까요 -2- | 13/14 | 140~143 | 
21 | 07.20 ~ 07.26 | 월 | 국어 | 6. 작품을 즐겨요 | 이야기에 나타난 비유적 표현 알기 -2- | 9/14 | 278~287 | 
21 | 07.20 ~ 07.26 | 화 | 국어 | 6. 작품을 즐겨요 | 인상적인 부분을 생각하며 이야기 읽기 -1- | 10/14 | 288~297 | 
21 | 07.20 ~ 07.26 | 화 | 국어 | 6. 작품을 즐겨요 | 인상적인 부분을 생각하며 이야기 읽기 -2- | 11/14 | 288~297 | 
21 | 07.20 ~ 07.26 | 화 | 사회 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 | / |  | 
21 | 07.20 ~ 07.26 | 화 | 체육 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 -2- | 2/2 |  | 
## TABLE 272 grid 11x9
주 | 기간 | 요일 | 과목명 | 단원명 | 학습주제 | 차시 | 쪽수 | 비고
21 | 07.20 ~ 07.26 | 화 | 수학 | 6. 다각형의 둘레와 넓이 | 하하! 놀이와 만나요 | 14/14 | 144~145 | 
21 | 07.20 ~ 07.26 | 수 | 국어 | 6. 작품을 즐겨요 | 배운 내용 실천하기 -1- | 12/14 | 298~299 | 
21 | 07.20 ~ 07.26 | 수 | 국어 | 6. 작품을 즐겨요 | 배운 내용 실천하기 -2- | 13/14 | 298~299 | 
21 | 07.20 ~ 07.26 | 수 | 수학 | 6. 다각형의 둘레와 넓이 | 와우! 세상과 만나요 | / | 146~147 | 
21 | 07.20 ~ 07.26 | 수 | 동아리활동 | 동아리 활동 | 나만의 동화책 만들기 -1- | 7/8 |  | 
21 | 07.20 ~ 07.26 | 수 | 동아리활동 | 동아리 활동 | 나만의 동화책 만들기 -2- | 8/8 |  | 
21 | 07.20 ~ 07.26 | 목 | 국어 | 6. 작품을 즐겨요 | 배운 내용 마무리하기 | 14/14 | 300~303 | 
21 | 07.20 ~ 07.26 | 목 | 국어 | 학기말 총정리 | 한 학기 동안 배운 내용 총정리하기 -1- | 1/2 |  | 
21 | 07.20 ~ 07.26 | 목 | 진로활동 | 진로 탐구 | 미래에 내가 갖고 싶은 직업 그림으로 표현하기 【진로교육】 | 5/5 |  | 
21 | 07.20 ~ 07.26 | 목 | 자율·자치활동 | 여름방학식 | 여름방학식 【생활안전-신체활동 안전, 교통안전-자동차안전】 | 1/1 |  | 
